,Gene,AUC,FPR,Precision,Recall/TPR,F-score,N_benign,N_malign,m_cat,n_snvs
3102,NKX2-6,,,,,,11,0,0,11
3103,ATP6AP2,,,,,,26,0,0,26
3104,RPL6,,,,,,4,0,0,4
3105,PRKG1,,,,,,62,0,0,62
3106,KIF19,,,,,,3,0,0,3
3107,RPRD1B,,,,,,1,0,0,1
3108,GJB3,0.4943181818181818,1.0,0.0,0.0,0.0,88,2,1,90
3109,SLC25A35,,,,,,5,0,0,5
3110,NTN5,,,,,,1,0,0,1
3111,LOC101929089,,,,,,5,0,0,5
3112,BMS1,,,,,,6,0,0,6
3113,ZFP64,,,,,,2,0,0,2
3114,ARHGAP31,,,,,,73,0,0,73
3115,STK39,,,,,,2,0,0,2
3116,MAGED2,,,,,,4,0,0,4
3117,PPIH,,,,,,1,0,0,1
3118,SPTLC3,,,,,,18,0,0,18
3119,ZG16B,,,,,,1,0,0,1
3120,DFNA5,0.4722222222222222,1.0,0.0,0.0,0.0,36,1,1,37
3121,FAM13A,,,,,,1,0,0,1
3122,EGFR-AS1,,,,,,47,0,0,47
3123,OVOL3,,,,,,2,0,0,2
3124,ZSCAN12,,,,,,2,0,0,2
3125,HOXB13,,,,,,24,0,0,24
3126,RP11-216B9.6,,,,,,9,0,0,9
3127,CCDC28B,,,,,,6,0,0,6
3128,HOXC13-AS,,,,,,47,0,0,47
3129,U2AF2,,,,,,1,0,0,1
3130,HMCN1,,,,,,103,0,0,103
3131,SORD,,,,,,2,0,0,2
3132,CLNK,,,,,,3,0,0,3
3133,ST3GAL3,,,,,,16,0,0,16
3134,KAL1,,,,,,16,0,0,16
3135,PDIA2,,,,,,11,0,0,11
3136,CHCHD10,,,,,,49,0,0,49
3137,MAGI2,,,,,,42,0,0,42
3138,GAL,,,,,,9,0,0,9
3139,IKBKB,,,,,,19,0,0,19
3140,WARS,,,,,,6,0,0,6
3141,MC1R,,,,,,15,0,0,15
3142,CLTCL1,,,,,,40,0,0,40
3143,GAL3ST2,,,,,,1,0,0,1
3144,PSMA3,,,,,,1,0,0,1
3145,DYX1C1-CCPG1,,,,,,13,0,0,13
3146,MED12L,,,,,,65,0,0,65
3147,KLC1,,,,,,2,0,0,2
3148,SLC46A1,,,,,,10,0,0,10
3149,PRPH,,,,,,9,0,0,9
3150,XAB2,,,,,,2,0,0,2
3151,UNC119,,,,,,10,0,0,10
3152,CAPN2,,,,,,4,0,0,4
3153,PTPN14,,,,,,28,0,0,28
3154,ARSF,,,,,,2,0,0,2
3155,TAF10,,,,,,17,0,0,17
3156,ZSWIM7,,,,,,6,0,0,6
3157,SH3TC1,,,,,,6,0,0,6
3158,PSPH,,,,,,32,0,0,32
3159,GAB2,,,,,,3,0,0,3
3160,C4A,,,,,,9,0,0,9
3161,RP11-552F3.13,,,,,,6,0,0,6
3162,DYRK1B,,,,,,29,0,0,29
3163,SLC39A5,,,,,,3,0,0,3
3164,ZNF425,,,,,,1,0,0,1
3165,ALDH1B1,,,,,,13,0,0,13
3166,FENDRR,,,,,,22,0,0,22
3167,PDK3,,,,,,9,0,0,9
3168,FGF14,,,,,,16,0,0,16
3169,HMGXB4,,,,,,1,0,0,1
3170,MTPAP,,,,,,20,0,0,20
3171,NEURL2,,,,,,2,0,0,2
3172,SLC24A1,,,,,,22,0,0,22
3173,TECTB,,,,,,2,0,0,2
3174,PPFIA4,,,,,,3,0,0,3
3175,YY1,,,,,,8,0,0,8
3176,KDM5B,,,,,,13,0,0,13
3177,THCAT158,,,,,,83,0,0,83
3178,FAM98A,,,,,,1,0,0,1
3179,LYRM5,,,,,,5,0,0,5
3180,ICA1,,,,,,1,0,0,1
3181,UQCC2,,,,,,6,0,0,6
3182,PRICKLE2,,,,,,26,0,0,26
3183,HNRNPA2B1,,,,,,23,0,0,23
3184,KDM6B,,,,,,27,0,0,27
3185,SRA1,,,,,,1,0,0,1
3186,MSN,,,,,,4,0,0,4
3187,KRT74,,,,,,155,0,0,155
3188,SYTL5,,,,,,3,0,0,3
3189,RNF13,,,,,,2,0,0,2
3190,C8A,,,,,,14,0,0,14
3191,LZTS2,,,,,,16,0,0,16
3192,TLR4,,,,,,5,0,0,5
3193,PSENEN,,,,,,2,0,0,2
3194,PHEX-AS1,,,,,,21,0,0,21
3195,BIRC6,,,,,,14,0,0,14
3196,TLR1,,,,,,4,0,0,4
3197,DCHS2,,,,,,5,0,0,5
3198,ERI1,,,,,,1,0,0,1
3199,ROR1,,,,,,1,0,0,1
3200,SMO,,,,,,103,0,0,103
3201,ZFYVE27,,,,,,25,0,0,25
3202,LMNB1,,,,,,25,0,0,25
3203,GSN,,,,,,34,0,0,34
3204,PRPF6,,,,,,46,0,0,46
3205,MED13,,,,,,2,0,0,2
3206,ERI2,,,,,,3,0,0,3
3207,TRAF3,,,,,,13,0,0,13
3208,RSPH6A,,,,,,3,0,0,3
3209,NPRL2,,,,,,4,0,0,4
3210,EMX2,,,,,,8,0,0,8
3211,NT5DC1,,,,,,321,0,0,321
3212,ZNF259,,,,,,1,0,0,1
3213,USP34,,,,,,6,0,0,6
3214,PTPRJ,,,,,,70,0,0,70
3215,SYT2,,,,,,20,0,0,20
3216,SLC17A9,,,,,,185,0,0,185
3217,SLC39A12,,,,,,1,0,0,1
3218,DNHD1,,,,,,7,0,0,7
3219,TBX15,,,,,,2,0,0,2
3220,SULT1C3,,,,,,1,0,0,1
3221,ACP6,,,,,,1,0,0,1
3222,DCHS1,,,,,,141,0,0,141
3223,SCN4B,,,,,,62,0,0,62
3224,TBX20,,,,,,34,0,0,34
3225,PNPLA3,,,,,,19,0,0,19
3226,TAP2,,,,,,43,0,0,43
3227,BOLA3,,,,,,3,0,0,3
3228,CEP68,,,,,,3,0,0,3
3229,TARID,,,,,,16,0,0,16
3230,ANO7,,,,,,1,0,0,1
3231,CDCA7L,,,,,,105,0,0,105
3232,RPS23,,,,,,7,0,0,7
3233,RNF169,,,,,,2,0,0,2
3234,CTDP1,,,,,,53,0,0,53
3235,ZNF438,,,,,,1,0,0,1
3236,SEPW1,,,,,,2,0,0,2
3237,KCNMB3,,,,,,1,0,0,1
3238,OR5V1,,,,,,2,0,0,2
3239,ABCD3,,,,,,4,0,0,4
3240,RUNX1,,,,,,76,0,0,76
3241,HEATR5A,,,,,,3,0,0,3
3242,RQCD1,,,,,,8,0,0,8
3243,DUOX1,,,,,,9,0,0,9
3244,ABCA10,,,,,,1,0,0,1
3245,LRRC8A,,,,,,10,0,0,10
3246,ICAM1,,,,,,3,0,0,3
3247,C11orf80,,,,,,2,0,0,2
3248,UCP3,,,,,,11,0,0,11
3249,SLC17A8,,,,,,17,0,0,17
3250,TUBGCP3,,,,,,3,0,0,3
3251,PLIN1,,,,,,15,0,0,15
3252,SLC6A17,,,,,,10,0,0,10
3253,AC003665.1,,,,,,6,0,0,6
3254,IGF1,,,,,,21,0,0,21
3255,ITGB6,,,,,,10,0,0,10
3256,CEP250,,,,,,21,0,0,21
3257,IGSF9,,,,,,8,0,0,8
3258,GNB4,,,,,,28,0,0,28
3259,GAS8,,,,,,21,0,0,21
3260,GPR174,,,,,,1,0,0,1
3261,CATSPER1,,,,,,11,0,0,11
3262,ADAM17,,,,,,21,0,0,21
3263,STAB1,,,,,,4,0,0,4
3264,ATP5A1,,,,,,27,0,0,27
3265,SOX14,,,,,,1,0,0,1
3266,CKS1B,,,,,,4,0,0,4
3267,FAM104A,,,,,,2,0,0,2
3268,KPNA7,,,,,,10,0,0,10
3269,BAX,,,,,,4,0,0,4
3270,FCN3,,,,,,5,0,0,5
3271,BFSP2,,,,,,10,0,0,10
3272,SCN7A,,,,,,2,0,0,2
3273,POU3F1,,,,,,1,0,0,1
3274,EPM2AIP1,,,,,,18,0,0,18
3275,TIA1,,,,,,9,0,0,9
3276,RAD54B,,,,,,96,0,0,96
3277,SNRNP200,,,,,,58,0,0,58
3278,STT3A,,,,,,22,0,0,22
3279,MYO10,,,,,,3,0,0,3
3280,VPS54,,,,,,10,0,0,10
3281,HEATR2,,,,,,53,0,0,53
3282,IFT27,,,,,,9,0,0,9
3283,MAOB,,,,,,1,0,0,1
3284,MYOZ2,,,,,,57,0,0,57
3285,SLC7A14,,,,,,11,0,0,11
3286,APOA1-AS,,,,,,224,0,0,224
3287,TRPC5,,,,,,4,0,0,4
3288,MLLT1,,,,,,164,0,0,164
3289,PACRG,,,,,,62,0,0,62
3290,PCK1,,,,,,26,0,0,26
3291,FSD1L,,,,,,2,0,0,2
3292,FANCM,,,,,,53,0,0,53
3293,AGER,,,,,,3,0,0,3
3294,CCDC150,,,,,,1,0,0,1
3295,INS,,,,,,30,0,0,30
3296,CLPP,,,,,,6,0,0,6
3297,TAP1,,,,,,34,0,0,34
3298,NEK10,,,,,,2,0,0,2
3299,WDR52,,,,,,2,0,0,2
3300,TMEM104,,,,,,3,0,0,3
3301,JADE2,,,,,,1,0,0,1
3302,CSF2RB,,,,,,18,0,0,18
3303,RP11-45M22.4,,,,,,6,0,0,6
3304,SSPO,,,,,,10,0,0,10
3305,MAP7D3,,,,,,14,0,0,14
3306,BSN,,,,,,2,0,0,2
3307,IDH3A,,,,,,4,0,0,4
3308,DFNB59,,,,,,27,0,0,27
3309,CITED2,,,,,,4,0,0,4
3310,URB1,,,,,,6,0,0,6
3311,MAPK8IP3,,,,,,5,0,0,5
3312,IARS,,,,,,5,0,0,5
3313,AKT2,,,,,,9,0,0,9
3314,PRDM6,,,,,,10,0,0,10
3315,PIM2,,,,,,2,0,0,2
3316,LARS,,,,,,65,0,0,65
3317,GGA3,,,,,,3,0,0,3
3318,GPX1,,,,,,4,0,0,4
3319,GCOM1,,,,,,2,0,0,2
3320,ZDHHC11B,,,,,,3,0,0,3
3321,OR56A4,,,,,,2,0,0,2
3322,RGS9,,,,,,14,0,0,14
3323,FUT2,,,,,,2,0,0,2
3324,MCF2,,,,,,4,0,0,4
3325,KIAA0825,,,,,,2,0,0,2
3326,LRIT3,,,,,,30,0,0,30
3327,SF3B2,,,,,,7,0,0,7
3328,DNAJC9-AS1,,,,,,34,0,0,34
3329,EIF4E1B,,,,,,4,0,0,4
3330,MFI2,,,,,,2,0,0,2
3331,PEX13,,,,,,13,0,0,13
3332,P2RX5,,,,,,1,0,0,1
3333,PKN3,,,,,,2,0,0,2
3334,MEIS3,,,,,,1,0,0,1
3335,RPS10-NUDT3,,,,,,5,0,0,5
3336,TPD52,,,,,,4,0,0,4
3337,GNAI2,,,,,,10,0,0,10
3338,VWA8,,,,,,2,0,0,2
3339,ANKRD61,,,,,,1,0,0,1
3340,SH2B3,,,,,,15,0,0,15
3341,SLCO5A1,,,,,,4,0,0,4
3342,APBB1,,,,,,17,0,0,17
3343,LAD1,,,,,,13,0,0,13
3344,UPK3A,,,,,,10,0,0,10
3345,ARHGAP9,,,,,,7,0,0,7
3346,MIR548I4,,,,,,176,0,0,176
3347,RNA5SP429,,,,,,13,0,0,13
3348,ADIPOR1,,,,,,2,0,0,2
3349,SPATA21,,,,,,2,0,0,2
3350,MN1,,,,,,4,0,0,4
3351,JMJD8,,,,,,10,0,0,10
3352,DBF4B,,,,,,1,0,0,1
3353,ANG,,,,,,6,0,0,6
3354,EBP,,,,,,4,0,0,4
3355,EXOSC10,,,,,,3,0,0,3
3356,ASRGL1,,,,,,5,0,0,5
3357,BLNK,,,,,,15,0,0,15
3358,NEDD4,,,,,,2,0,0,2
3359,LIG1,,,,,,18,0,0,18
3360,MEDAG,,,,,,1,0,0,1
3361,RP11-244F12.2,,,,,,1,0,0,1
3362,HRNR,,,,,,24,0,0,24
3363,VSX1,,,,,,93,0,0,93
3364,HGS,,,,,,10,0,0,10
3365,BGN,,,,,,25,0,0,25
3366,ZMYND15,,,,,,3,0,0,3
3367,PDE4A,,,,,,4,0,0,4
3368,NRAP,,,,,,13,0,0,13
3369,MIR548F3,,,,,,26,0,0,26
3370,CDHR3,,,,,,1,0,0,1
3371,RHOH,,,,,,5,0,0,5
3372,CD207,,,,,,1,0,0,1
3373,AC092798.1,,,,,,2,0,0,2
3374,HDGFRP2,,,,,,3,0,0,3
3375,CD96,,,,,,40,0,0,40
3376,SLC26A4-AS1,,,,,,80,0,0,80
3377,SPTAN1,,,,,,138,0,0,138
3378,FGB,,,,,,20,0,0,20
3379,GNPAT,,,,,,11,0,0,11
3380,CNDP1,,,,,,3,0,0,3
3381,JMJD7-PLA2G4B,,,,,,20,0,0,20
3382,GTF3C1,,,,,,1,0,0,1
3383,CLLU1,,,,,,2,0,0,2
3384,IFI44,,,,,,2,0,0,2
3385,ARHGAP4,,,,,,15,0,0,15
3386,CTAGE5,,,,,,3,0,0,3
3387,LSR,,,,,,3,0,0,3
3388,FAXDC2,,,,,,4,0,0,4
3389,TTN-AS1,,,,,,66,0,0,66
3390,WNK4,,,,,,401,0,0,401
3391,SLC35A3,1.0,0.0,1.0,1.0,1.0,6,1,1,7
3392,IDH3B,,,,,,10,0,0,10
3393,KRTAP4-1,,,,,,1,0,0,1
3394,RP11-748H22.1,,,,,,5,0,0,5
3395,RGS22,,,,,,3,0,0,3
3396,GSTZ1,,,,,,7,0,0,7
3397,CLIC5,,,,,,9,0,0,9
3398,NICN1,,,,,,64,0,0,64
3399,AARS,,,,,,59,0,0,59
3400,MECOM,,,,,,6,0,0,6
3401,GEMIN2,,,,,,2,0,0,2
3402,CC2D2B,,,,,,2,0,0,2
3403,TBXA2R,,,,,,10,0,0,10
3404,DRD4,,,,,,8,0,0,8
3405,SLC25A5,,,,,,6,0,0,6
3406,GDF2,,,,,,196,0,0,196
3407,CALML4,,,,,,8,0,0,8
3408,QKI,,,,,,5,0,0,5
3409,RNF26,,,,,,3,0,0,3
3410,MFF,,,,,,14,0,0,14
3411,APOPT1,,,,,,10,0,0,10
3412,PRSS50,,,,,,6,0,0,6
3413,CRYBB3,,,,,,4,0,0,4
3414,LIG3,,,,,,9,0,0,9
3415,ITGA10,,,,,,3,0,0,3
3416,MYD88,,,,,,4,0,0,4
3417,OR4L1,,,,,,1,0,0,1
3418,FBRSL1,,,,,,2,0,0,2
3419,RHOT2,,,,,,3,0,0,3
3420,RP11-64B16.4,,,,,,3,0,0,3
3421,MTERFD1,,,,,,3,0,0,3
3422,TRIML2,,,,,,1,0,0,1
3423,RFXAP,,,,,,15,0,0,15
3424,ALG14,,,,,,7,0,0,7
3425,SERPINA7,,,,,,106,0,0,106
3426,TMPRSS5,,,,,,15,0,0,15
3427,NEUROD1,,,,,,16,0,0,16
3428,RXRA,,,,,,10,0,0,10
3429,CENPL,,,,,,9,0,0,9
3430,MYH15,,,,,,1,0,0,1
3431,PHACTR2,,,,,,1,0,0,1
3432,LPA,,,,,,2,0,0,2
3433,COL4A3BP,,,,,,41,0,0,41
3434,EPAS1,,,,,,68,0,0,68
3435,CCDC41,,,,,,12,0,0,12
3436,PBDC1,,,,,,1,0,0,1
3437,CHPF,,,,,,2,0,0,2
3438,GADL1,,,,,,1,0,0,1
3439,WDPCP,,,,,,29,0,0,29
3440,STAB2,,,,,,3,0,0,3
3441,FIGLA,,,,,,5,0,0,5
3442,TNFSF12,,,,,,4,0,0,4
3443,MTAP,,,,,,11,0,0,11
3444,HSPA4,,,,,,3,0,0,3
3445,FUT1,,,,,,27,0,0,27
3446,RP11-755F10.1,,,,,,1,0,0,1
3447,SVIL,,,,,,7,0,0,7
3448,TIMELESS,,,,,,19,0,0,19
3449,SF3B1,,,,,,5,0,0,5
3450,IRS2,,,,,,9,0,0,9
3451,TAF1C,,,,,,10,0,0,10
3452,TSGA10,,,,,,3,0,0,3
3453,LAGE3,,,,,,9,0,0,9
3454,SLC8A3,,,,,,1,0,0,1
3455,SLC26A10,,,,,,9,0,0,9
3456,CDC6,,,,,,7,0,0,7
3457,AIM1L,,,,,,5,0,0,5
3458,GUCY2F,,,,,,8,0,0,8
3459,C11orf16,,,,,,1,0,0,1
3460,KBTBD7,,,,,,3,0,0,3
3461,C5orf45,,,,,,5,0,0,5
3462,SULF1,,,,,,7,0,0,7
3463,SIDT1,,,,,,1,0,0,1
3464,ZC3H14,,,,,,8,0,0,8
3465,TFAM,,,,,,1,0,0,1
3466,SURF6,,,,,,2,0,0,2
3467,GYLTL1B,,,,,,16,0,0,16
3468,SLC13A1,,,,,,2,0,0,2
3469,IRAK1BP1,,,,,,1,0,0,1
3470,LTBP2,,,,,,37,0,0,37
3471,RALGDS,,,,,,12,0,0,12
3472,DSE,,,,,,34,0,0,34
3473,BMI1,,,,,,2,0,0,2
3474,SFTPB,,,,,,13,0,0,13
3475,ZNF592,,,,,,16,0,0,16
3476,PPIL2,,,,,,1,0,0,1
3477,FBXW7,,,,,,30,0,0,30
3478,PRKACA,,,,,,8,0,0,8
3479,DGCR6,,,,,,14,0,0,14
3480,NME8,,,,,,28,0,0,28
3481,TESK2,,,,,,6,0,0,6
3482,PLTP,,,,,,2,0,0,2
3483,IARS2,,,,,,39,0,0,39
3484,SLC12A4,,,,,,36,0,0,36
3485,C9orf72,,,,,,26,0,0,26
3486,U2AF1,,,,,,9,0,0,9
3487,EIF4A1,,,,,,1,0,0,1
3488,ARHGEF12,,,,,,6,0,0,6
3489,CTD-2524L6.3,,,,,,3,0,0,3
3490,ECE1,,,,,,13,0,0,13
3491,METTL24,,,,,,1,0,0,1
3492,AGPAT5,,,,,,1,0,0,1
3493,NOC3L,,,,,,1,0,0,1
3494,SLX4IP,,,,,,16,0,0,16
3495,GJC1,,,,,,1,0,0,1
3496,DRD3,,,,,,11,0,0,11
3497,PTOV1,,,,,,44,0,0,44
3498,GMIP,,,,,,4,0,0,4
3499,SPATA31E1,,,,,,2,0,0,2
3500,FAT1,,,,,,23,0,0,23
3501,ACOT8,,,,,,1,0,0,1
3502,KRI1,,,,,,2,0,0,2
3503,C11orf49,,,,,,1,0,0,1
3504,ABCB6,,,,,,516,0,0,516
3505,LOC100130744,,,,,,21,0,0,21
3506,SMC6,,,,,,14,0,0,14
3507,HRG,,,,,,29,0,0,29
3508,MFAP4,,,,,,1,0,0,1
3509,SLC26A5,,,,,,11,0,0,11
3510,NAGK,,,,,,2,0,0,2
3511,HS6ST1,,,,,,5,0,0,5
3512,KANK1,,,,,,34,0,0,34
3513,RP11-304L19.4,,,,,,6,0,0,6
3514,ACIN1,,,,,,1,0,0,1
3515,GRIK2,,,,,,27,0,0,27
3516,CHRNA2,,,,,,64,0,0,64
3517,ARHGAP6,,,,,,95,0,0,95
3518,KMT2E,,,,,,5,0,0,5
3519,MIR5096,,,,,,266,0,0,266
3520,NPPA-AS1,,,,,,64,0,0,64
3521,SOX17,,,,,,4,0,0,4
3522,NDUFA12,,,,,,7,0,0,7
3523,MCC,,,,,,127,0,0,127
3524,RNF167,,,,,,3,0,0,3
3525,LRRK1,,,,,,2,0,0,2
3526,TDRD6,,,,,,1,0,0,1
3527,TOP2A,,,,,,1,0,0,1
3528,EMG1,,,,,,10,0,0,10
3529,PEAK1,,,,,,2,0,0,2
3530,ARAP1,,,,,,2,0,0,2
3531,EXOC6,,,,,,1,0,0,1
3532,SMOC1,,,,,,10,0,0,10
3533,VPS53,,,,,,21,0,0,21
3534,AC000111.5,,,,,,2,0,0,2
3535,FAM175A,,,,,,20,0,0,20
3536,MRPS27,,,,,,2,0,0,2
3537,SEPT8,,,,,,2,0,0,2
3538,FNIP1,,,,,,5,0,0,5
3539,TNFRSF10D,,,,,,4,0,0,4
3540,TMEM165,,,,,,9,0,0,9
3541,MAT2A,,,,,,38,0,0,38
3542,C1orf50,,,,,,1,0,0,1
3543,IL17F,,,,,,10,0,0,10
3544,ACKR1,,,,,,9,0,0,9
3545,ZNF407,,,,,,42,0,0,42
3546,NONO,,,,,,2,0,0,2
3547,APITD1,,,,,,2,0,0,2
3548,POLE2,,,,,,2,0,0,2
3549,NLGN3,,,,,,7,0,0,7
3550,RNF6,,,,,,46,0,0,46
3551,NADK2,,,,,,19,0,0,19
3552,IFT52,,,,,,2,0,0,2
3553,IFT88,,,,,,3,0,0,3
3554,KBTBD13,0.4942528735632184,1.0,0.0,0.0,0.0,87,1,1,88
3555,RAB25,,,,,,1,0,0,1
3556,CNKSR1,,,,,,2,0,0,2
3557,RECQL5,,,,,,3,0,0,3
3558,CLP1,,,,,,8,0,0,8
3559,RPS10,,,,,,11,0,0,11
3560,UQCRC1,,,,,,1,0,0,1
3561,CUX1,,,,,,2,0,0,2
3562,PDLIM5,,,,,,5,0,0,5
3563,ZNF174,,,,,,1,0,0,1
3564,ZRANB1,,,,,,1,0,0,1
3565,ATP10B,,,,,,4,0,0,4
3566,HYAL1,,,,,,9,0,0,9
3567,CMYA5,,,,,,21,0,0,21
3568,LMOD1,,,,,,2,0,0,2
3569,REEP6,,,,,,2,0,0,2
3570,G6PC2,,,,,,2,0,0,2
3571,PLEKHM2,,,,,,37,0,0,37
3572,PMEL,,,,,,2,0,0,2
3573,TBC1D4,,,,,,21,0,0,21
3574,PCDHGA9,,,,,,2,0,0,2
3575,CASP8,,,,,,13,0,0,13
3576,SLC5A11,,,,,,2,0,0,2
3577,NDUFA13,,,,,,47,0,0,47
3578,UTP14A,,,,,,6,0,0,6
3579,MC3R,,,,,,3,0,0,3
3580,OGDHL,,,,,,3,0,0,3
3581,NOX1,,,,,,2,0,0,2
3582,POPDC3,,,,,,1,0,0,1
3583,DPP3,,,,,,4,0,0,4
3584,OPN4,,,,,,11,0,0,11
3585,CISD2,,,,,,6,0,0,6
3586,CREB3L1,,,,,,15,0,0,15
3587,AVPR1A,,,,,,1,0,0,1
3588,NCAM1-AS1,,,,,,1,0,0,1
3589,MXD3,,,,,,3,0,0,3
3590,PRKAR1B,,,,,,59,0,0,59
3591,B3GNTL1,,,,,,1,0,0,1
3592,TLR3,,,,,,25,0,0,25
3593,S1PR2,,,,,,6,0,0,6
3594,HFE2,,,,,,20,0,0,20
3595,SPRY4,,,,,,201,0,0,201
3596,USP8,,,,,,31,0,0,31
3597,DMPK,,,,,,16,0,0,16
3598,PRAMEF11,,,,,,1,0,0,1
3599,PIH1D3,,,,,,1,0,0,1
3600,XXYLT1,,,,,,2,0,0,2
3601,ADAMTS18,,,,,,48,0,0,48
3602,SLC2A9,,,,,,33,0,0,33
3603,RIPK4,,,,,,20,0,0,20
3604,FILIP1,,,,,,4,0,0,4
3605,SIK1,,,,,,37,0,0,37
3606,KCNK3,,,,,,56,0,0,56
3607,LHCGR,,,,,,26,0,0,26
3608,STAT5B,,,,,,16,0,0,16
3609,ADAM19,,,,,,11,0,0,11
3610,CCDC170,,,,,,1,0,0,1
3611,DNAH3,,,,,,14,0,0,14
3612,PCLO,,,,,,29,0,0,29
3613,MDN1,,,,,,7,0,0,7
3614,ZNF674,,,,,,11,0,0,11
3615,KRTAP2-4,,,,,,2,0,0,2
3616,DNAJC4,,,,,,5,0,0,5
3617,SUPT5H,,,,,,6,0,0,6
3618,GFI1,,,,,,82,0,0,82
3619,RBP3,,,,,,26,1,0,27
3620,CNBP,,,,,,1,0,0,1
3621,TFPI2,,,,,,3,0,0,3
3622,TERF1,,,,,,4,0,0,4
3623,GPR157,,,,,,1,0,0,1
3624,RN7SL48P,,,,,,2,0,0,2
3625,FAM134B,,,,,,28,0,0,28
3626,MROH8,,,,,,3,0,0,3
3627,RP11-272D12.1,,,,,,1,0,0,1
3628,CAPZA2,,,,,,4,0,0,4
3629,PDE4DIP,,,,,,11,0,0,11
3630,ITGA6,,,,,,25,0,0,25
3631,AHNAK,,,,,,13,0,0,13
3632,KRT86,,,,,,12,0,0,12
3633,DRD2,,,,,,10,0,0,10
3634,TTI2,,,,,,5,0,0,5
3635,RPL13A,,,,,,2,0,0,2
3636,MARS,,,,,,34,0,0,34
3637,SNAP25-AS1,,,,,,1,0,0,1
3638,KRT85,,,,,,2,0,0,2
3639,RCN3,,,,,,1,0,0,1
3640,CPSF3,,,,,,1,0,0,1
3641,VIM-AS1,,,,,,148,0,0,148
3642,IL17RA,,,,,,42,0,0,42
3643,VWA5A,,,,,,2,0,0,2
3644,KALRN,,,,,,8,0,0,8
3645,PIPOX,,,,,,1,0,0,1
3646,MPRIP,,,,,,28,0,0,28
3647,LILRA1,,,,,,1,0,0,1
3648,COLEC11,,,,,,14,0,0,14
3649,TNK2,,,,,,22,0,0,22
3650,TSR1,,,,,,1,0,0,1
3651,PIDD,,,,,,16,0,0,16
3652,UFL1,,,,,,1,0,0,1
3653,ADAMTSL3,,,,,,1,0,0,1
3654,CLSTN1,,,,,,3,0,0,3
3655,MCM4,,,,,,10,0,0,10
3656,UGT2A3,,,,,,1,0,0,1
3657,FYB,,,,,,6,0,0,6
3658,ANXA11,,,,,,123,0,0,123
3659,WRAP73,,,,,,1,0,0,1
3660,ANLN,,,,,,80,0,0,80
3661,PAM,,,,,,1,0,0,1
3662,AK5,,,,,,2,0,0,2
3663,ITGAD,,,,,,1,0,0,1
3664,RNU4-52P,,,,,,6,0,0,6
3665,HK3,,,,,,4,0,0,4
3666,PSORS1C1,,,,,,116,0,0,116
3667,MIB2,,,,,,1,0,0,1
3668,SYT8,,,,,,16,0,0,16
3669,DNASE1,,,,,,8,0,0,8
3670,EXOSC2,,,,,,3,0,0,3
3671,LRRFIP2,,,,,,21,0,0,21
3672,GEN1,,,,,,2,0,0,2
3673,UQCRBP3,,,,,,3,0,0,3
3674,ENDOG,,,,,,1,0,0,1
3675,PKM,,,,,,3,0,0,3
3676,GNA11,,,,,,61,0,0,61
3677,LMBRD1,,,,,,18,0,0,18
3678,C9orf53,,,,,,11,0,0,11
3679,FOLH1B,,,,,,3,0,0,3
3680,THADA,,,,,,11,0,0,11
3681,HPS6,,,,,,16,1,0,17
3682,SERPINA10,,,,,,1,0,0,1
3683,LOC101928525,,,,,,34,0,0,34
3684,CRYGB,,,,,,14,0,0,14
3685,CPNE1,,,,,,54,0,0,54
3686,LEFTY2,,,,,,20,0,0,20
3687,ASAH2,,,,,,4,0,0,4
3688,VPS16,,,,,,3,0,0,3
3689,EPS8,,,,,,18,0,0,18
3690,PAX7,,,,,,1,0,0,1
3691,VANGL1,,,,,,37,0,0,37
3692,HSD11B1,,,,,,1,0,0,1
3693,IKBKG,,,,,,11,0,0,11
3694,KCNJ6,,,,,,9,0,0,9
3695,DNAH14,,,,,,31,0,0,31
3696,ARHGEF6,,,,,,32,0,0,32
3697,FASN,,,,,,147,0,0,147
3698,FAM46A,,,,,,11,0,0,11
3699,LACRT,,,,,,1,0,0,1
3700,THEMIS,,,,,,2,0,0,2
3701,FAM186A,,,,,,2,0,0,2
3702,MRPL49,,,,,,2,0,0,2
3703,DOCK11,,,,,,2,0,0,2
3704,OR52B4,,,,,,1,0,0,1
3705,TSPAN7,,,,,,4,0,0,4
3706,BFSP1,,,,,,16,0,0,16
3707,RP9,,,,,,7,0,0,7
3708,RP11-666A8.8,,,,,,1,0,0,1
3709,GNAT1,,,,,,15,0,0,15
3710,SLMAP,,,,,,26,0,0,26
3711,RD3,,,,,,10,0,0,10
3712,CPQ,,,,,,1,0,0,1
3713,VEZF1,,,,,,6,0,0,6
3714,LRIG1,,,,,,11,0,0,11
3715,RGS20,,,,,,2,0,0,2
3716,RMRP-CCDC107,,,,,,57,0,0,57
3717,KSR2,,,,,,2,0,0,2
3718,BMP4,,,,,,18,0,0,18
3719,GORASP1,,,,,,3,0,0,3
3720,P2RX6,,,,,,1,0,0,1
3721,MOCS3,,,,,,2,0,0,2
3722,MBD6,,,,,,1,0,0,1
3723,DSC3,,,,,,6,0,0,6
3724,HYLS1,,,,,,4,0,0,4
3725,IQUB,,,,,,1,0,0,1
3726,VRK2,,,,,,2,0,0,2
3727,RIMBP2,,,,,,3,0,0,3
3728,NDUFV3,,,,,,1,0,0,1
3729,CACNA1C-AS1,,,,,,5,0,0,5
3730,KRT13,,,,,,51,0,0,51
