,Gene,AUC,FPR,Precision,Recall/TPR,F-score,N_benign,N_malign,m_cat,n_snvs
6993,MATN4,,,,,,2,0,0,2
6994,LIF,,,,,,1,0,0,1
6995,MAP1B,,,,,,2,0,0,2
6996,NSMCE2,,,,,,4,0,0,4
6997,OR2A42,,,,,,1,0,0,1
6998,PTTG1IP,,,,,,1,0,0,1
6999,KRT80,,,,,,1,0,0,1
7000,LST1,,,,,,2,0,0,2
7001,NLRP13,,,,,,2,0,0,2
7002,FAM129B,,,,,,4,0,0,4
7003,NT5DC2,,,,,,1,0,0,1
7004,KLHL9,,,,,,3,0,0,3
7005,PGR,,,,,,1,0,0,1
7006,RNU6-404P,,,,,,3,0,0,3
7007,DTX4,,,,,,2,0,0,2
7008,TMEM200C,,,,,,2,0,0,2
7009,KCTD21-AS1,,,,,,1,0,0,1
7010,APOH,,,,,,1,0,0,1
7011,RP11-383G6.3,,,,,,4,0,0,4
7012,FMOD,,,,,,1,0,0,1
7013,C2ORF15,,,,,,6,0,0,6
7014,RAB33B,,,,,,9,0,0,9
7015,ADPRHL2,,,,,,1,0,0,1
7016,RUNX3,,,,,,2,0,0,2
7017,TCEA2,,,,,,2,0,0,2
7018,FBF1,,,,,,10,0,0,10
7019,HAVCR1,,,,,,1,0,0,1
7020,CTD-2544H17.2,,,,,,1,0,0,1
7021,SLAMF1,,,,,,1,0,0,1
7022,SEMA6D,,,,,,2,0,0,2
7023,GUSBP3,,,,,,4,0,0,4
7024,RP11-171I2.3,,,,,,8,0,0,8
7025,SDC1,,,,,,1,0,0,1
7026,SRL,,,,,,3,0,0,3
7027,ADORA2A-AS1,,,,,,2,0,0,2
7028,RP5-1132H15.2,,,,,,1,0,0,1
7029,XRCC6BP1,,,,,,1,0,0,1
7030,GOLGA8J,,,,,,6,0,0,6
7031,HPR,,,,,,1,0,0,1
7032,KLHL18,,,,,,2,0,0,2
7033,RP11-566K11.4,,,,,,19,0,0,19
7034,THOC1,,,,,,1,0,0,1
7035,RP11-619L19.1,,,,,,1,0,0,1
7036,SEZ6,,,,,,1,0,0,1
7037,BPI,,,,,,5,0,0,5
7038,GOLGA6L2,,,,,,2,0,0,2
7039,SGSM3,,,,,,3,0,0,3
7040,C7orf61,,,,,,1,0,0,1
7041,SETD6,,,,,,1,0,0,1
7042,TSC22D3,,,,,,1,0,0,1
7043,ACP1,,,,,,1,0,0,1
7044,ANAPC7,,,,,,1,0,0,1
7045,HMCN2,,,,,,3,0,0,3
7046,GLB1L,,,,,,2,0,0,2
7047,UBXN11,,,,,,2,0,0,2
7048,DNASE1L3,,,,,,3,0,0,3
7049,PPIP5K1,,,,,,2,0,0,2
7050,MYZAP,,,,,,3,0,0,3
7051,AREL1,,,,,,1,0,0,1
7052,ENTPD7,,,,,,1,0,0,1
7053,PODNL1,,,,,,1,0,0,1
7054,ATXN7L2,,,,,,1,0,0,1
7055,ADCY3,,,,,,1,0,0,1
7056,MIR3610,,,,,,1,0,0,1
7057,IQCA1P1,,,,,,2,0,0,2
7058,PRPS2,,,,,,2,0,0,2
7059,CATSPER2,,,,,,1,0,0,1
7060,TUBGCP2,,,,,,1,0,0,1
7061,RP11-533E19.7,,,,,,2,0,0,2
7062,SELENBP1,,,,,,1,0,0,1
7063,PPP1R14D,,,,,,1,0,0,1
7064,SS18L1,,,,,,8,0,0,8
7065,APCDD1,,,,,,8,0,0,8
7066,AEN,,,,,,1,0,0,1
7067,RNU6-482P,,,,,,11,0,0,11
7068,NSF,,,,,,1,0,0,1
7069,C4orf29,,,,,,4,0,0,4
7070,TBC1D27,,,,,,4,0,0,4
7071,SHCBP1,,,,,,1,0,0,1
7072,RP1-142L7.9,,,,,,2,0,0,2
7073,STK31,,,,,,2,0,0,2
7074,ANKRD30B,,,,,,1,0,0,1
7075,PRMT8,,,,,,1,0,0,1
7076,CDC42EP5,,,,,,2,0,0,2
7077,GTDC1,,,,,,1,0,0,1
7078,MPPE1,,,,,,1,0,0,1
7079,RP11-37O16.7,,,,,,1,0,0,1
7080,DDX11L5,,,,,,1,0,0,1
7081,AC124309.1,,,,,,4,0,0,4
7082,RP11-286H14.8,,,,,,1,0,0,1
7083,CBR4,,,,,,3,0,0,3
7084,NDEL1,,,,,,2,0,0,2
7085,FAM91A1,,,,,,2,0,0,2
7086,GLI1,,,,,,2,0,0,2
7087,APOM,,,,,,2,0,0,2
7088,ADCY7,,,,,,2,0,0,2
7089,DPH2,,,,,,1,0,0,1
7090,RNF31,,,,,,5,0,0,5
7091,PPP4R1,,,,,,1,0,0,1
7092,HIPK4,,,,,,2,0,0,2
7093,VRK3,,,,,,2,0,0,2
7094,POU3F3,,,,,,1,0,0,1
7095,DLG2,,,,,,1,0,0,1
7096,STARD9,,,,,,5,0,0,5
7097,PRKAR2A,,,,,,1,0,0,1
7098,SEC16A,,,,,,2,0,0,2
7099,AKAP1,,,,,,3,0,0,3
7100,RP1-93H18.1,,,,,,1,0,0,1
7101,TMEM128,,,,,,2,0,0,2
7102,ANKRD31,,,,,,1,0,0,1
7103,HELLS,,,,,,2,0,0,2
7104,PTH2R,,,,,,4,0,0,4
7105,DYNLRB2,,,,,,1,0,0,1
7106,MAP7,,,,,,1,0,0,1
7107,TNFRSF18,,,,,,2,0,0,2
7108,IL5RA,,,,,,9,0,0,9
7109,POLM,,,,,,1,0,0,1
7110,DDIT3,,,,,,7,0,0,7
7111,C3orf30,,,,,,6,0,0,6
7112,ITGAM,,,,,,13,0,0,13
7113,SLC25A10,,,,,,7,0,0,7
7114,RP5-1077B9.5,,,,,,9,0,0,9
7115,ZNF142,,,,,,1,0,0,1
7116,TMEM134,,,,,,11,0,0,11
7117,RP11-327F22.6,,,,,,1,0,0,1
7118,AATF,,,,,,1,0,0,1
7119,STK10,,,,,,3,0,0,3
7120,AC009052.12,,,,,,3,0,0,3
7121,EFCAB4A,,,,,,5,0,0,5
7122,MAP1S,,,,,,1,0,0,1
7123,MAGEB2,,,,,,1,0,0,1
7124,ZNF182,,,,,,1,0,0,1
7125,MSH4,,,,,,2,0,0,2
7126,SPTBN5,,,,,,5,0,0,5
7127,RP11-264I13.2,,,,,,1,0,0,1
7128,LEMD2,,,,,,4,0,0,4
7129,AC144449.1,,,,,,2,0,0,2
7130,CTB-51A17.1,,,,,,7,0,0,7
7131,RP11-459I19.1,,,,,,1,0,0,1
7132,DCTN2,,,,,,1,0,0,1
7133,CEP128,,,,,,3,0,0,3
7134,TRIM10,,,,,,2,0,0,2
7135,ADAMTS16,,,,,,2,0,0,2
7136,ELF1,,,,,,1,0,0,1
7137,EHBP1,,,,,,1,0,0,1
7138,MUC17,,,,,,3,0,0,3
7139,RP11-269F20.1,,,,,,1,0,0,1
7140,TMPO-AS1,,,,,,1,0,0,1
7141,KCNJ16,,,,,,1,0,0,1
7142,EXD3,,,,,,2,0,0,2
7143,ILF3,,,,,,1,0,0,1
7144,C1orf127,,,,,,1,0,0,1
7145,ENTPD2,,,,,,1,0,0,1
7146,OR2A1,,,,,,1,0,0,1
7147,CES3,,,,,,1,0,0,1
7148,SLC25A20P1,,,,,,1,0,0,1
7149,AC092316.1,,,,,,1,0,0,1
7150,GBP4,,,,,,1,0,0,1
7151,PKD2L1,,,,,,2,0,0,2
7152,IBTK,,,,,,3,0,0,3
7153,TCP11,,,,,,2,0,0,2
7154,RAPGEF1,,,,,,4,0,0,4
7155,QRFPR,,,,,,1,0,0,1
7156,PKD2L2,,,,,,6,0,0,6
7157,AGBL2,,,,,,3,0,0,3
7158,TET1,,,,,,1,0,0,1
7159,TYW1,,,,,,2,0,0,2
7160,RN7SL731P,,,,,,1,0,0,1
7161,FAM86A,,,,,,3,0,0,3
7162,ZNF792,,,,,,1,0,0,1
7163,RP11-93O14.2,,,,,,1,0,0,1
7164,USP51,,,,,,1,0,0,1
7165,BRF1,,,,,,4,0,0,4
7166,PHF12,,,,,,1,0,0,1
7167,RELB,,,,,,1,0,0,1
7168,ZKSCAN4,,,,,,1,0,0,1
7169,RGPD3,,,,,,2,0,0,2
7170,LRR1,,,,,,1,0,0,1
7171,C8orf44,,,,,,2,0,0,2
7172,RP11-383B4.4,,,,,,1,0,0,1
7173,CACNG8,,,,,,1,0,0,1
7174,C4orf3,,,,,,2,0,0,2
7175,NIM1K,,,,,,2,0,0,2
7176,PREX1,,,,,,1,0,0,1
7177,SLC12A7,,,,,,12,0,0,12
7178,ZNF83,,,,,,1,0,0,1
7179,TRIM74,,,,,,1,0,0,1
7180,CPAMD8,,,,,,4,0,0,4
7181,CNOT2,,,,,,3,0,0,3
7182,SYCP2L,,,,,,2,0,0,2
7183,WBP2NL,,,,,,7,0,0,7
7184,KDM4E,,,,,,1,0,0,1
7185,PSMD8,,,,,,1,0,0,1
7186,TRAPPC4,,,,,,5,0,0,5
7187,RP11-679B19.2,,,,,,7,0,0,7
7188,MAGEE1,,,,,,10,0,0,10
7189,PROB1,,,,,,1,0,0,1
7190,RP11-829H16.3,,,,,,1,0,0,1
7191,PARP14,,,,,,2,0,0,2
7192,TCN1,,,,,,2,0,0,2
7193,GPM6B,,,,,,3,0,0,3
7194,GPRASP2,,,,,,4,0,0,4
7195,CSGALNACT1,,,,,,2,0,0,2
7196,NEO1,,,,,,3,0,0,3
7197,LINGO1,,,,,,1,0,0,1
7198,RP11-465L10.10,,,,,,2,0,0,2
7199,CCDC127,,,,,,3,0,0,3
7200,PLEKHG4,,,,,,3,0,0,3
7201,DPRXP5,,,,,,1,0,0,1
7202,VEGFA,,,,,,2,0,0,2
7203,MAP4K1,,,,,,9,0,0,9
7204,MIR4497,,,,,,1,0,0,1
7205,PXN,,,,,,1,0,0,1
7206,PSMD13,,,,,,1,0,0,1
7207,PRKD3,,,,,,2,0,0,2
7208,GRID2IP,,,,,,2,0,0,2
7209,AKR1C2,,,,,,4,0,0,4
7210,OXGR1,,,,,,1,0,0,1
7211,RP11-21G20.3,,,,,,6,0,0,6
7212,AANAT,,,,,,17,0,0,17
7213,RNU6-519P,,,,,,6,0,0,6
7214,RP11-108K3.2,,,,,,2,0,0,2
7215,MRGPRX2,,,,,,1,0,0,1
7216,RCC2P3,,,,,,10,0,0,10
7217,PIGS,,,,,,2,0,0,2
7218,C2CD4A,,,,,,1,0,0,1
7219,AGGF1,,,,,,1,0,0,1
7220,RTP2,,,,,,2,0,0,2
7221,FCER1G,,,,,,8,0,0,8
7222,AC105402.4,,,,,,3,0,0,3
7223,LEPREL1,,,,,,5,0,0,5
7224,AC137932.6,,,,,,3,0,0,3
7225,NARG2,,,,,,1,0,0,1
7226,ATP13A3,,,,,,2,0,0,2
7227,LETMD1,,,,,,1,0,0,1
7228,RP11-817J15.2,,,,,,1,0,0,1
7229,C4orf17,,,,,,1,0,0,1
7230,RNA5SP221,,,,,,1,0,0,1
7231,ALS2CR11,,,,,,2,0,0,2
7232,AC009133.14,,,,,,1,0,0,1
7233,CTB-171A8.1,,,,,,1,0,0,1
7234,PRKG2,,,,,,3,0,0,3
7235,EXOG,,,,,,6,0,0,6
7236,TRAF3IP3,,,,,,12,0,0,12
7237,AC061992.1,,,,,,1,0,0,1
7238,BNIPL,,,,,,2,0,0,2
7239,AL021068.1,,,,,,2,0,0,2
7240,FCRL6,,,,,,1,0,0,1
7241,BLK-LINC00208,,,,,,6,0,0,6
7242,AC009948.5,,,,,,2,0,0,2
7243,MUC3A,,,,,,19,0,0,19
7244,TONSL,,,,,,2,0,0,2
7245,TMED9,,,,,,5,0,0,5
7246,FAM193A,,,,,,1,0,0,1
7247,C1orf131,,,,,,2,0,0,2
7248,AC094019.4,,,,,,1,0,0,1
7249,MINA,,,,,,1,0,0,1
7250,DUX4L4,,,,,,6,0,0,6
7251,SPATA31A3,,,,,,6,0,0,6
7252,CDSN,,,,,,6,0,0,6
7253,CACNA1C-AS3,,,,,,5,0,0,5
7254,SPAG11A,,,,,,1,0,0,1
7255,FOLH1,,,,,,1,0,0,1
7256,NEBL-AS1,,,,,,2,0,0,2
7257,RNU6-1276P,,,,,,1,0,0,1
7258,RP1-206D15.5,,,,,,1,0,0,1
7259,ARL3,,,,,,2,0,0,2
7260,CNOT7,,,,,,1,0,0,1
7261,TRMT10B,,,,,,3,0,0,3
7262,CCDC63,,,,,,1,0,0,1
7263,RP11-82C23.2,,,,,,1,0,0,1
7264,MIR3131,,,,,,4,0,0,4
7265,CAMSAP1,,,,,,3,0,0,3
7266,CYB5D1,,,,,,1,0,0,1
7267,RP4-682C21.2,,,,,,3,0,0,3
7268,ZNF337,,,,,,1,0,0,1
7269,TCTE3,,,,,,3,0,0,3
7270,LPO,,,,,,4,0,0,4
7271,PFKFB1,,,,,,1,0,0,1
7272,HAUS4,,,,,,1,0,0,1
7273,FAM47C,,,,,,4,0,0,4
7274,SNORA14,,,,,,2,0,0,2
7275,ANKIB1,,,,,,7,0,0,7
7276,RGS12,,,,,,2,0,0,2
7277,AC005682.8,,,,,,21,0,0,21
7278,TTF1,,,,,,1,0,0,1
7279,TNFRSF10B,,,,,,2,0,0,2
7280,HSDL1,,,,,,2,0,0,2
7281,MTF1,,,,,,4,0,0,4
7282,UQCRFS1P2,,,,,,3,0,0,3
7283,FUT8,,,,,,2,0,0,2
7284,SPOCK3,,,,,,1,0,0,1
7285,ZNF865,,,,,,2,0,0,2
7286,DPM2,,,,,,3,0,0,3
7287,HS3ST6,,,,,,1,0,0,1
7288,CHRNA3,,,,,,4,0,0,4
7289,MIR3646,,,,,,2,0,0,2
7290,BOP1,,,,,,1,0,0,1
7291,MAP2,,,,,,2,0,0,2
7292,MIR548L,,,,,,3,0,0,3
7293,PDK2,,,,,,1,0,0,1
7294,TNP2,,,,,,1,0,0,1
7295,LINC00271,,,,,,1,0,0,1
7296,BBIP1,,,,,,3,0,0,3
7297,ASB9,,,,,,1,0,0,1
7298,RN7SL29P,,,,,,1,0,0,1
7299,CLCN3,,,,,,2,0,0,2
7300,MAP3K13,,,,,,1,0,0,1
7301,TMEM132D,,,,,,1,0,0,1
7302,DIRAS3,,,,,,2,0,0,2
7303,TMEM151B,,,,,,8,0,0,8
7304,APRT,,,,,,10,0,0,10
7305,MLXIPL,,,,,,2,0,0,2
7306,FDX1L,,,,,,7,0,0,7
7307,SNORA42,,,,,,1,0,0,1
7308,SLC12A9,,,,,,2,0,0,2
7309,ZNF382,,,,,,2,0,0,2
7310,CUL9,,,,,,6,0,0,6
7311,VWA3B,,,,,,1,0,0,1
7312,CTAGE1,,,,,,1,0,0,1
7313,AKAP2,,,,,,1,0,0,1
7314,NFATC1,,,,,,8,0,0,8
7315,KLHL11,,,,,,1,0,0,1
7316,BHLHE41,,,,,,1,0,0,1
7317,PSMA6,,,,,,1,0,0,1
7318,FAM206A,,,,,,4,0,0,4
7319,CNTN4,,,,,,1,0,0,1
7320,CTD-2535L24.2,,,,,,32,0,0,32
7321,ARRB2,,,,,,1,0,0,1
7322,MAGEA6,,,,,,2,0,0,2
7323,RP11-514O12.4,,,,,,3,0,0,3
7324,MTND4P15,,,,,,3,0,0,3
7325,ITGAL,,,,,,1,0,0,1
7326,RP11-171I2.2,,,,,,11,0,0,11
7327,DYNC2LI1,,,,,,4,0,0,4
7328,TRIM24,,,,,,2,0,0,2
7329,ANKRD50,,,,,,1,0,0,1
7330,PCDHA11,,,,,,2,0,0,2
7331,RP11-778D9.4,,,,,,2,0,0,2
7332,GRIPAP1,,,,,,2,0,0,2
7333,AK9,,,,,,2,0,0,2
7334,TMX2,,,,,,1,0,0,1
7335,GPR107,,,,,,2,0,0,2
7336,RPL23AP50,,,,,,1,0,0,1
7337,SLC44A4,,,,,,4,0,0,4
7338,ADHFE1,,,,,,1,0,0,1
7339,TRPV6,,,,,,1,0,0,1
7340,TNFAIP1,,,,,,1,0,0,1
7341,SUPT20HL1,,,,,,5,0,0,5
7342,PRSS46,,,,,,1,0,0,1
7343,RP11-78B10.2,,,,,,1,0,0,1
7344,PCDHA3,,,,,,2,0,0,2
7345,TRIM54,,,,,,7,0,0,7
7346,PPID,,,,,,2,0,0,2
7347,PCNXL4,,,,,,2,0,0,2
7348,CXorf38,,,,,,1,0,0,1
7349,COX6CP18,,,,,,1,0,0,1
7350,PLCL2,,,,,,2,0,0,2
7351,ZNF599,,,,,,1,0,0,1
7352,TAS2R42,,,,,,1,0,0,1
7353,SPATA22,,,,,,6,0,0,6
7354,NDP-AS1,,,,,,2,0,0,2
7355,MESDC1,,,,,,1,0,0,1
7356,ZNF441,,,,,,1,0,0,1
7357,CDC42BPA,,,,,,10,0,0,10
7358,AC109333.10,,,,,,8,0,0,8
7359,ARFGAP1,,,,,,2,0,0,2
7360,RP1-155G6.4,,,,,,3,0,0,3
7361,TRMT2B,,,,,,1,0,0,1
7362,E4F1,,,,,,3,0,0,3
7363,TMED1,,,,,,13,0,0,13
7364,FBXL3,,,,,,13,0,0,13
7365,SLC38A6,,,,,,1,0,0,1
7366,CTNNA2,,,,,,2,0,0,2
7367,APOLD1,,,,,,1,0,0,1
7368,TAS1R3,,,,,,1,0,0,1
7369,HAUS3,,,,,,1,0,0,1
7370,CCDC124,,,,,,1,0,0,1
7371,RP11-171I2.4,,,,,,23,0,0,23
7372,ITGAE,,,,,,1,0,0,1
7373,AC000111.3,,,,,,1,0,0,1
7374,RPL7P57,,,,,,1,0,0,1
7375,PRRG4,,,,,,2,0,0,2
7376,MYOG,,,,,,2,0,0,2
7377,BOLA3-AS1,,,,,,1,0,0,1
7378,TAPBPL,,,,,,2,0,0,2
7379,PKP4,,,,,,2,0,0,2
7380,ANKRD20A4,,,,,,5,0,0,5
7381,SYNPO2,,,,,,1,0,0,1
7382,ARMC6,,,,,,1,0,0,1
7383,OR2C3,,,,,,2,0,0,2
7384,AL163636.6,,,,,,1,0,0,1
7385,CGN,,,,,,1,0,0,1
7386,PTPRK,,,,,,1,0,0,1
7387,RP1-317E23.3,,,,,,3,0,0,3
7388,RP11-353K11.1,,,,,,9,0,0,9
7389,SEC14L3,,,,,,1,0,0,1
7390,SUMF2,,,,,,1,0,0,1
7391,ILDR2,,,,,,1,0,0,1
7392,EXTL3,,,,,,1,0,0,1
7393,RP11-485O10.3,,,,,,1,0,0,1
7394,RNF111,,,,,,1,0,0,1
7395,COQ7,,,,,,1,0,0,1
7396,MAML1,,,,,,1,0,0,1
7397,MRPL50,,,,,,1,0,0,1
7398,LYAR,,,,,,1,0,0,1
7399,ZNF674-AS1,,,,,,2,0,0,2
7400,MTND4P23,,,,,,17,0,0,17
7401,RP11-724N1.1,,,,,,1,0,0,1
7402,GDAP1L1,,,,,,1,0,0,1
7403,ORAI3,,,,,,1,0,0,1
7404,C2orf42,,,,,,1,0,0,1
7405,ARHGAP24,,,,,,3,0,0,3
7406,ADD3,,,,,,1,0,0,1
7407,RNU6-195P,,,,,,3,0,0,3
7408,TTC32,,,,,,1,0,0,1
7409,ADAMTS12,,,,,,2,0,0,2
7410,CTD-3214H19.4,,,,,,11,0,0,11
7411,AC007308.7,,,,,,6,0,0,6
7412,CUL2,,,,,,4,0,0,4
7413,MORC4,,,,,,1,0,0,1
7414,OCSTAMP,,,,,,2,0,0,2
7415,AC121334.1,,,,,,2,0,0,2
7416,KIAA1468,,,,,,1,0,0,1
7417,IL17RE,,,,,,2,0,0,2
7418,SMG7,,,,,,2,0,0,2
7419,RP11-697H9.4,,,,,,1,0,0,1
7420,RP11-148O21.2,,,,,,5,0,0,5
7421,RP11-708L7.9,,,,,,1,0,0,1
7422,AL049829.1,,,,,,1,0,0,1
7423,SLC2A4RG,,,,,,2,0,0,2
7424,PPIAL4E,,,,,,1,0,0,1
7425,UBC,,,,,,1,0,0,1
7426,CTSE,,,,,,1,0,0,1
7427,TAF4,,,,,,1,0,0,1
7428,C11orf83,,,,,,3,0,0,3
7429,TBC1D9,,,,,,1,0,0,1
7430,AGTR1,,,,,,12,0,0,12
7431,AL359542.1,,,,,,1,0,0,1
7432,SNORA53,,,,,,6,0,0,6
7433,PLCD1,,,,,,5,0,0,5
7434,TSR2,,,,,,1,0,0,1
7435,QSOX2,,,,,,2,0,0,2
7436,PNPLA4,,,,,,3,0,0,3
7437,AF001548.5,,,,,,18,0,0,18
7438,DXO,,,,,,3,0,0,3
7439,MICAL3,,,,,,1,0,0,1
7440,CTC-391G2.1,,,,,,18,0,0,18
7441,LXN,,,,,,6,0,0,6
7442,GOLGA2,,,,,,1,0,0,1
7443,MUC2,,,,,,5,0,0,5
7444,SYCE1,,,,,,3,0,0,3
7445,RP11-1094H24.3,,,,,,3,0,0,3
7446,OPRM1,,,,,,1,0,0,1
7447,PRKX,,,,,,2,0,0,2
7448,RMDN2,,,,,,8,0,0,8
7449,TRIM52,,,,,,1,0,0,1
7450,RNU6-963P,,,,,,11,0,0,11
7451,MAGEA8,,,,,,3,0,0,3
7452,HMOX1,,,,,,1,0,0,1
7453,LIME1,,,,,,1,0,0,1
7454,SYTL3,,,,,,1,0,0,1
7455,NINL,,,,,,1,0,0,1
7456,RP11-219D15.3,,,,,,2,0,0,2
7457,RN7SL37P,,,,,,3,0,0,3
7458,GGN,,,,,,3,0,0,3
7459,ZNF519,,,,,,3,0,0,3
7460,OR10T2,,,,,,1,0,0,1
7461,RP11-334G22.1,,,,,,1,0,0,1
7462,ELMO3,,,,,,1,0,0,1
7463,POLR1B,,,,,,3,0,0,3
7464,DHX40,,,,,,3,0,0,3
7465,DNALI1,,,,,,3,0,0,3
7466,CCNT1,,,,,,1,0,0,1
7467,BRF2,,,,,,2,0,0,2
7468,SARDH,,,,,,2,0,0,2
7469,PRDM9,,,,,,5,0,0,5
7470,TCEAL3,,,,,,1,0,0,1
7471,RP11-1D12.2,,,,,,2,0,0,2
7472,RNU6-311P,,,,,,6,0,0,6
7473,CAND2,,,,,,2,0,0,2
7474,AC114812.10,,,,,,1,0,0,1
7475,TTC18,,,,,,8,0,0,8
7476,ZNF630,,,,,,2,0,0,2
7477,KNDC1,,,,,,3,0,0,3
7478,METTL7B,,,,,,5,0,0,5
7479,FAM157A,,,,,,5,0,0,5
7480,PDE6G,,,,,,3,0,0,3
7481,R3HDML,,,,,,1,0,0,1
7482,GNRH1,,,,,,1,0,0,1
7483,RP11-203M5.8,,,,,,1,0,0,1
7484,TROAP,,,,,,3,0,0,3
7485,MFSD7,,,,,,3,0,0,3
7486,KIAA1731,,,,,,1,0,0,1
7487,SIVA1,,,,,,3,0,0,3
7488,IL2RG,,,,,,6,0,0,6
7489,PABPN1L,,,,,,3,0,0,3
7490,RP11-22M7.2,,,,,,2,0,0,2
7491,CYP2B6,,,,,,3,0,0,3
7492,MRPL54,,,,,,20,0,0,20
7493,CALB2,,,,,,1,0,0,1
7494,RP11-499P20.2,,,,,,3,0,0,3
7495,EPN2,,,,,,1,0,0,1
7496,USP6NL,,,,,,1,0,0,1
7497,MIR4691,,,,,,2,0,0,2
7498,NLGN1,,,,,,1,0,0,1
7499,ZC3H13,,,,,,2,0,0,2
7500,HEPN1,,,,,,5,0,0,5
7501,NLRP5,,,,,,2,0,0,2
7502,CDCA7,,,,,,2,0,0,2
7503,IL17REL,,,,,,1,0,0,1
7504,CLC,,,,,,1,0,0,1
7505,LYPLA2,,,,,,3,0,0,3
7506,SH3KBP1,,,,,,5,0,0,5
7507,TCF25,,,,,,1,0,0,1
7508,DRD5,,,,,,1,0,0,1
7509,USP42,,,,,,2,0,0,2
7510,HDAC5,,,,,,3,0,0,3
7511,ACTRT1,,,,,,1,0,0,1
7512,PCDHA9,,,,,,3,0,0,3
7513,AC005224.2,,,,,,16,0,0,16
7514,FAM115C,,,,,,2,0,0,2
7515,ACAA1,,,,,,2,0,0,2
7516,TSPAN31,,,,,,17,0,0,17
7517,CCDC154,,,,,,15,0,0,15
7518,NPY,,,,,,1,0,0,1
7519,SNORA43,,,,,,3,0,0,3
7520,AC005519.4,,,,,,13,0,0,13
7521,USP5,,,,,,5,0,0,5
7522,BICD1,,,,,,2,0,0,2
7523,CDCA2,,,,,,2,0,0,2
7524,FAM69B,,,,,,1,0,0,1
7525,RN7SL454P,,,,,,1,0,0,1
7526,FAM221B,,,,,,1,0,0,1
7527,FAM46D,,,,,,1,0,0,1
7528,TMEM5-AS1,,,,,,1,0,0,1
7529,EXOSC5,,,,,,2,0,0,2
7530,KDM4B,,,,,,5,0,0,5
7531,ZMYND8,,,,,,1,0,0,1
7532,UBXN1,,,,,,3,0,0,3
7533,CCDC176,,,,,,5,0,0,5
7534,MXRA7,,,,,,1,0,0,1
7535,CACNB1,,,,,,1,0,0,1
7536,NHSL2,,,,,,2,0,0,2
7537,FAM219B,,,,,,4,0,0,4
7538,GDPD4,,,,,,9,0,0,9
7539,SSTR5,,,,,,4,0,0,4
7540,CTD-2158P22.1,,,,,,2,0,0,2
7541,STMND1,,,,,,2,0,0,2
7542,PRAMEF17,,,,,,1,0,0,1
7543,UHRF1BP1L,,,,,,1,0,0,1
7544,NR1D2,,,,,,1,0,0,1
7545,AC007285.6,,,,,,1,0,0,1
7546,SLC10A3,,,,,,2,0,0,2
7547,FAM189A2,,,,,,11,0,0,11
7548,CCDC140,,,,,,2,0,0,2
7549,TMEM229A,,,,,,1,0,0,1
7550,DCAF8L2,,,,,,4,0,0,4
7551,MAP3K8,,,,,,2,0,0,2
7552,AC012314.8,,,,,,4,0,0,4
7553,APOA2,,,,,,4,0,0,4
7554,BUB3,,,,,,1,0,0,1
7555,SPAG7,,,,,,5,0,0,5
7556,SUPT20HL2,,,,,,4,0,0,4
7557,ATP2A3,,,,,,2,0,0,2
7558,FDXACB1,,,,,,7,0,0,7
7559,CAPN15,,,,,,2,0,0,2
7560,MAGEB1,,,,,,1,0,0,1
7561,RASL12,,,,,,17,0,0,17
7562,KIAA1522,,,,,,10,0,0,10
7563,AIFM3,,,,,,3,0,0,3
7564,ADAM21,,,,,,1,0,0,1
7565,ETV2,,,,,,2,0,0,2
7566,OR11H1,,,,,,2,0,0,2
7567,DMRT2,,,,,,2,0,0,2
7568,CERS3,,,,,,1,0,0,1
7569,LCE1D,,,,,,1,0,0,1
7570,VMP1,,,,,,7,0,0,7
7571,ASIC1,,,,,,1,0,0,1
7572,RSF1,,,,,,2,0,0,2
7573,PKMYT1,,,,,,1,0,0,1
7574,RPL15P18,,,,,,1,0,0,1
7575,INCA1,,,,,,6,0,0,6
7576,MIR103A2,,,,,,2,0,0,2
7577,CCER2,,,,,,2,0,0,2
7578,ZNF493,,,,,,3,0,0,3
7579,ESPNL,,,,,,2,0,0,2
7580,TBC1D10B,,,,,,2,0,0,2
7581,RPL6P9,,,,,,2,0,0,2
7582,SUSD2,,,,,,2,0,0,2
7583,RP11-273B20.3,,,,,,3,0,0,3
7584,ANKRD9,,,,,,1,0,0,1
7585,PLA2G2A,,,,,,1,0,0,1
7586,FLOT1,,,,,,3,0,0,3
7587,CNR2,,,,,,1,0,0,1
7588,MIR484,,,,,,3,0,0,3
7589,ARHGEF11,,,,,,5,0,0,5
7590,IAH1,,,,,,1,0,0,1
7591,ECI1,,,,,,1,0,0,1
7592,MIR1278,,,,,,5,0,0,5
7593,NDST3,,,,,,3,0,0,3
7594,MRPL4,,,,,,1,0,0,1
7595,PNLIP,,,,,,3,0,0,3
7596,KIF24,,,,,,3,0,0,3
7597,RP11-1017G21.4,,,,,,11,0,0,11
7598,AP3M1,,,,,,6,0,0,6
7599,SOX15,,,,,,6,0,0,6
7600,ABHD12B,,,,,,4,0,0,4
7601,AC068754.1,,,,,,7,0,0,7
7602,NSA2,,,,,,1,0,0,1
7603,PPP3CB,,,,,,1,0,0,1
7604,OR6V1,,,,,,1,0,0,1
7605,CTD-2213F21.3,,,,,,2,0,0,2
7606,IKZF5,,,,,,5,0,0,5
7607,C8orf49,,,,,,2,0,0,2
7608,AHSA1,,,,,,2,0,0,2
